(pthread)

NUM_THREADS        2
NUM_GENERATIONS    2000
N                  2048
SEED               1985

GEN 0              2096241
GEN 2000           146951
elapsed time     27373.00

1146561,22
1063629,36
1052114,51
1000392,65
973468,79
938408,95
912462,109
885234,123
863768,136
841199,150
819314,164
801253,178
784926,192
768146,208
753437,223
738369,238
724971,252
712831,266
701293,282
690063,296
679783,310
668840,325
658677,343
648044,358
639226,371
630707,384
620848,397
612971,410
604523,424
597966,437
589792,450
584594,464
577653,479
572271,493
566522,509
561412,522
556731,536
551765,549
547676,566
543316,579
539749,598
535017,636
530683,654
527430,669
522686,684
520470,698
515585,716
511544,734
507274,752
504246,769
500606,784
496809,800
493950,813
490324,827
487800,845
485332,858
483590,871
480988,884
478696,897
475603,910
473845,923
471158,936
468246,949
467094,963
463768,977
461191,991
457846,1003
456339,1016
453929,1029
451056,1043
449060,1055
447261,1068
444818,1081
443300,1096
440550,1110
438724,1122
435813,1135
434963,1149
432346,1162
430807,1176
428956,1196
426726,1210
425932,1226
423746,1246
421983,1264
419741,1280
418234,1295
416522,1310
415254,1324
414363,1337
413142,1353
411147,1365
409904,1378
408314,1391
405788,1403
404331,1416
401916,1430
400485,1443
398518,1455
398175,1468
396624,1482
395194,1497
393222,1510
391897,1523
390669,1535
389854,1548
388778,1562
387539,1576
386780,1589
384632,1605
384157,1618
381942,1631
380939,1644
378827,1656
377773,1669
376646,1682
376038,1695
374677,1707
373302,1721
371807,1734
371617,1747
370302,1760
370944,1773
369280,1786
369288,1798
368508,1811
368018,1823
366624,1835
366297,1850
364815,1863
363747,1876
363787,1888
363161,1900
362205,1912
362014,1924
360521,1936
360099,1948
359620,1961
358138,1973
358069,1986
356855,1999
356583,2011
355416,2025
355541,2037
353716,2049
352370,2061
351604,2074
352252,2086
350197,2099
349918,2112
349394,2124
349178,2136
348003,2149
347206,2162
346706,2175
344591,2187
344875,2201
343163,2216
343032,2229
341858,2242
341323,2254
339637,2267
338653,2282
337356,2295
335471,2309
333648,2322
332842,2336
331350,2350
330966,2366
330067,2379
330250,2393
329336,2405
329467,2417
328202,2429
328959,2442
327906,2454
