(javathreads)
NUM_THREADS        4
NUM_GENERATIONS    2000
N                  2048
SEED               1985


GEN 0              2097152
GEN 2000           149488
ellapsed time     24159

1133104,53
1087296,30
1061328,31
1030384,72
993392,55
958704,53
937120,46
907360,48
888400,32
859520,36
840800,41
819920,33
797424,35
782352,29
760352,20
748928,16
730864,18
717968,26
706768,45
696192,33
683776,74
673424,39
666272,26
653824,25
646672,24
643376,20
631216,23
620512,16
611200,27
605696,18
596000,24
590320,36
581648,34
576368,18
566640,26
560880,21
557600,23
550624,23
547056,14
545264,12
536704,17
533424,13
531696,15
524528,17
523920,19
517680,15
514512,21
507424,16
505088,25
499952,23
503840,27
496320,14
493824,22
488224,13
487088,12
481376,11
478976,12
474768,12
472480,11
467648,16
464128,18
462816,19
456448,13
456720,20
452960,17
453520,11
448160,12
448288,11
445024,10
443568,14
441968,12
437408,10
435840,20
433280,12
433264,11
433824,10
434640,10
428848,11
431216,10
425744,12
422928,11
417696,10
414912,13
414368,17
411936,20
407264,20
403984,16
399088,12
396384,15
393392,18
392464,14
388656,14
386368,12
383760,14
383872,26
380944,17
379904,21
383568,19
382672,12
383120,14
386384,14
387760,16
386304,13
390224,18
388512,11
388048,14
384288,14
385264,12
387392,11
384096,12
384736,12
382720,12
383984,10
379584,12
377712,13
373968,12
374368,15
373632,16
370720,23
366176,21
368448,13
365904,10
363328,13
361744,12
363328,9
358720,11
353616,11
352592,9
350112,10
351280,9
346000,12
351392,11
343168,14
340416,13
336768,15
339504,13
341952,12
340432,17
338496,15
336208,11
337488,10
335280,10
335568,10
331440,12
331264,9
335056,11
333168,13
330208,13
330752,9
330496,13
328592,9
325744,9
326176,12
322768,11
328544,15
325296,13
324352,12
317856,12
320592,12
321680,17
323280,19
319056,16
323792,12
319136,11
321104,9
316976,11
320656,12
317408,11
319728,13
316800,12
320144,10
316416,13
317376,11
314448,12
315424,9
311920,11
311440,9
310240,10
311568,15
310240,13
310880,12
309568,11
309680,12
311024,9
310752,10
312048,10
311568,10
310192,11
311552,8
309408,11
306832,10
307968,10
305824,12
309216,10
304832,8
307536,11
306800,10
307088,12
303504,18
302016,15
302400,21
302224,20
301536,28
306608,20
302944,27
305632,15
302544,17
300080,12
298896,10
298288,13
296192,10
297440,10
296192,11
292480,12
291568,12
292256,19
290688,42
294352,23
290960,20
291904,11
288288,12
287856,11
289744,15
287968,10
286608,10
286752,9
283984,10
284944,8
281520,10
284048,11
284144,9
285728,10
284128,9
286624,13
284816,17
285824,12
285168,9
283632,12
283632,11
282304,10
284624,13
283584,11
282416,11
283728,16
280048,18
280624,18
281136,26
280432,24
280480,15
281232,11
279680,10
281024,9
279008,18
281920,23
279392,9
279104,20
279424,12
281392,12
279920,11
276128,15
273216,11
274704,10
273376,11
274000,9
274560,36
272304,32
271472,18
273184,21
268512,14
267360,13
269504,19
268592,16
269856,14
267808,17
272048,13
270752,17
267568,11
266752,12
266896,14
266528,13
264704,12
263984,12
263984,12
265440,10
266528,10
264464,9
263824,8
263536,11
262976,8
264464,11
265616,9
264096,12
264848,13
262560,11
265264,9
263744,15
264240,19
264208,10
265216,9
265616,10
265472,10
265664,9
262592,10
