(openmp)

NUM_THREADS        8
NUM_GENERATIONS    15
N                  2048
SEED               1985

1146561,9,0
1063629,7,1
1052114,10,0
1000392,7,0
973468,9,0
938408,7,0
912462,5,0
885234,9,0
863768,5,0
841199,6,0
819314,5,0
801253,6,0
784926,5,0
768146,5,0
753437,9,0
