(mpi)

PROCESSES          8 on Quasar
NUM_GENERATIONS    2000
N                  2048
BOARD              2048/8 -> 256

generation,cells count,elapsed time (ms)
1341,165660,12.0184
1342,165398,10.7226
1343,165125,10.1376
1344,165386,12.9368
1345,165229,15.3277
1346,165813,13.0925
1347,165436,10.5731
1348,165830,10.88
1349,165309,12.2392
1350,165966,11.2429
1351,165655,10.788
1352,165619,10.916
1353,165754,10.581
1354,165995,11.8077
1355,166183,11.3471
1356,166476,11.2672
1357,166041,12.1982
1358,165670,12.3115
1359,165881,10.9963
1360,165748,10.5195
1361,165715,11.6215
1362,166209,10.9241
1363,165908,10.3981
1364,166324,11.0464
1365,165831,14.4167
1366,165866,10.2923
1367,165450,16.5348
1368,165309,13.768
1369,165144,11.2772
1370,165217,13.8526
1371,165411,10.4454
1372,165380,11.2789
1373,165104,11.1978
1374,165070,10.7121
1375,164959,11.2069
1376,165296,14.8938
1377,165119,12.0039
1378,165514,10.7076
1379,165603,11.8186
1380,165582,11.1609
1381,165363,11.3068
1382,165436,10.9985
1383,165086,13.7548
1384,165115,10.2358
1385,165046,11.1187
1386,165134,11.3354
1387,164995,11.9538
1388,164928,11.7557
1389,164941,13.6025
1390,165278,13.1021
1391,165256,11.3266
1392,165625,11.1656
1393,165679,10.9575
1394,165669,10.2315
1395,165860,10.7169
1396,165527,13.6831
1397,165689,12.1832
1398,165488,10.5777
1399,165729,11.059
1400,165125,11.4329
1401,165572,10.5455
1402,165419,11.0006
1403,165738,11.1976
1404,165430,13.427
1405,165743,16.691
1406,165487,11.1463
1407,165449,11.0316
1408,165159,13.9458
1409,164980,10.7841
1410,165105,11.3842
1411,164858,10.7577
1412,165015,10.7806
1413,164816,11.1198
1414,164462,13.622
1415,164365,10.1743
1416,164175,11.2336
1417,164261,10.8631
1418,163577,11.1473
1419,163549,11.601
1420,163141,11.3156
1421,163105,11.2474
1422,163028,13.2258
1423,162885,12.326
1424,162668,17.658
1425,162504,10.9363
1426,162573,12.845
1427,162503,11.9061
1428,162648,12.8696
1429,162660,11.8787
1430,162413,10.3354
1431,162519,11.075
1432,162057,11.0948
1433,162105,11.6446
1434,162255,13.2329
1435,162022,12.0497
1436,162160,10.3462
1437,162131,11.5502
1438,162354,11.771
1439,161965,10.7203
1440,161920,11.189
1441,161629,10.7756
1442,161499,10.1736
1443,161673,12.7032
1444,161239,11.3041
1445,161365,10.3662
1446,161062,10.7882
1447,160926,14.4832
1448,160879,11.7409
1449,160877,10.3204
1450,160991,11.9331
1451,161002,11.4419
1452,160854,12.4185
1453,161065,10.7529
1454,160701,11.6723
1455,161241,10.6339
1456,160729,11.4267
1457,160620,10.9086
1458,160461,10.3607
1459,160738,11.4832
1460,160659,12.4164
1461,160717,12.4578
1462,160840,14.2562
1463,160800,11.5509
1464,161094,11.1704
1465,160863,10.2906
1466,160921,11.9343
1467,160833,14.1919
1468,161357,12.2945
1469,160966,11.2264
1470,161202,15.702
1471,161038,12.347
1472,161135,11.41
1473,161265,12.1503
1474,161135,11.7118
1475,160996,14.5926
1476,161550,11.4095
1477,161209,10.3135
1478,161666,11.7559
1479,161655,11.3382
1480,161775,12.1858
1481,161665,11.586
1482,161883,11.0171
1483,161649,11.0464
1484,161904,10.4146
1485,162000,13.0694
1486,162017,11.3785
1487,161917,10.4072
1488,162112,10.9551
1489,161972,10.8864
1490,161944,16.8676
1491,162026,14.3609
1492,161949,12.4896
1493,161961,11.4138
1494,161869,13.7143
1495,161842,10.4632
1496,161594,18.9314
1497,161432,11.6627
1498,161449,16.0351
1499,161312,11.4102
1500,161242,10.6666
1501,161298,11.1692
1502,160903,11.961
1503,161047,10.5054
1504,160733,13.0844
1505,161069,12.0342
1506,160893,11.6866
1507,161289,17.0703
1508,161006,14.879
1509,161142,10.7768
1510,160946,11.462
1511,160836,10.9479
1512,160722,12.4516
1513,160598,11.214
1514,160572,11.7586
1515,160582,10.2975
1516,160410,11.8945
1517,160423,11.6239
1518,160676,11.2574
1519,160370,11.1773
1520,160367,12.2948
1521,160029,14.7409
1522,159995,11.0512
1523,159358,14.2758
1524,159550,13.1347
1525,158913,13.9751
1526,158987,10.3419
1527,158967,12.8014
1528,158950,13.2318
1529,158490,13.2089
1530,158458,10.3469
1531,158675,12.4474
1532,158699,15.7855
1533,158704,13.5748
1534,159067,13.0987
1535,159194,10.3159
1536,159185,12.2797
1537,159431,12.486
1538,159204,10.1852
1539,159329,12.3153
1540,159431,13.3681
1541,159200,13.9282
1542,159019,15.6248
1543,158969,15.6806
1544,159091,10.3393
1545,158983,13.298
1546,158887,15.0037
1547,159040,13.9787
1548,158949,12.7714
1549,158820,11.24
1550,158669,13.5963
1551,158961,13.0363
1552,158860,11.4188
1553,158726,10.7415
1554,158667,11.1921
1555,158819,11.7905
1556,159083,16.1719
1557,158855,10.4456
1558,158931,11.0974
1559,158877,12.8684
1560,159013,10.3455
1561,158824,11.8282
1562,159180,11.8198
1563,159009,10.5317
1564,158846,11.3897
1565,158709,11.3893
1566,158840,11.0111
1567,158723,10.6959
1568,158743,11.2216
1569,158650,13.6542
1570,158650,11.8206
1571,158503,10.87
1572,158864,18.9395
1573,158758,12.7814
1574,158743,10.2797
1575,158429,12.5425
1576,158510,11.1051
1577,158463,10.2074
1578,158246,12.9228
1579,157932,11.8189
1580,158004,12.326
1581,157713,10.3397
1582,157740,11.3919
1583,157613,11.9901
1584,157553,10.4244
1585,157957,11.1661
1586,158151,14.2248
1587,158286,13.6561
1588,158183,11.5888
1589,157822,12.1167
1590,157988,11.2782
1591,158013,10.6835
1592,158358,11.8411
1593,158304,12.5115
1594,158539,11.8043
1595,158382,11.0059
1596,158385,11.4131
1597,158165,11.7655
1598,158317,12.599
1599,158086,11.3416
1600,158299,11.0762
1601,158052,10.6194
1602,158564,11.1008
1603,158446,11.8501
1604,158511,10.3526
1605,158291,11.6274
1606,158278,11.7507
1607,158270,10.5863
1608,158180,12.0356
1609,157892,11.317
1610,157815,10.653
1611,157955,14.0798
1612,157955,12.0654
1613,158098,11.3761
1614,158027,10.3767
1615,157902,11.1527
1616,157981,12.9771
1617,157928,11.1253
1618,157773,11.086
1619,158051,11.1279
1620,158016,10.5114
1621,158088,15.9979
1622,158002,17.3652
1623,158209,14.7345
1624,158013,11.8051
1625,158275,12.3892
1626,157788,15.233
1627,158035,10.8325
1628,157665,10.2983
1629,157686,11.3075
1630,157912,16.722
1631,157551,12.5959
1632,157177,13.603
1633,157252,11.2197
1634,157396,12.4829
1635,157925,12.7075
1636,157774,13.7606
1637,157899,14.1828
1638,157813,12.6548
1639,157948,14.0769
1640,158041,13.4461
1641,157723,12.5039
1642,157873,12.1284
1643,157456,13.7899
1644,157729,14.569
1645,157764,13.6266
1646,157801,10.9344
1647,157559,14.771
1648,157579,12.8818
1649,157090,12.9609
1650,157548,10.9859
1651,157201,12.1973
1652,157177,12.7025
1653,157338,12.9685
1654,157270,17.8614
1655,157142,14.5414
1656,156964,10.4079
1657,157026,12.3653
1658,157264,13.413
1659,156763,14.9252
1660,157020,10.5066
1661,156777,12.536
1662,156673,12.8808
1663,156682,13.2203
1664,156607,10.771
1665,156668,12.3072
1666,156807,13.2449
1667,156755,12.1329
1668,156981,11.4706
1669,157009,12.5427
1670,156476,12.5906
1671,156608,12.7649
1672,156794,11.1318
1673,156453,14.4355
1674,156536,13.0107
1675,156206,16.0296
1676,155867,16.2041
1677,156052,14.0808
1678,156116,10.5007
1679,155671,12.7521
1680,155816,12.8508
1681,156034,12.7001
1682,155821,10.9265
1683,156198,13.1569
1684,155802,13.725
1685,155992,12.9364
1686,156079,10.4318
1687,156571,13.3224
1688,156136,12.9809
1689,156057,12.5089
1690,155982,10.2439
1691,155820,15.3453
1692,155929,13.0272
1693,155720,15.0642
1694,155993,13.876
1695,155775,13.9816
1696,155266,10.7234
1697,155089,11.4644
1698,155029,11.1842
1699,154793,10.5057
1700,154812,15.352
1701,155019,11.3115
1702,155188,11.3823
1703,155264,10.6385
1704,154924,15.054
1705,154976,11.1094
1706,155139,12.7962
1707,154921,10.689
1708,154938,11.2031
1709,154818,11.5938
1710,154874,12.0711
1711,154343,11.3263
1712,154488,13.5074
1713,154365,11.2636
1714,154519,11.095
1715,154130,10.9055
1716,154170,10.2925
1717,154126,11.5211
1718,154193,11.4238
1719,153955,13.7944
1720,154059,14.8954
1721,154223,11.6129
1722,154470,11.2176
1723,154236,14.538
1724,154687,10.8838
1725,154360,11.8213
1726,154387,11.2052
1727,154171,10.411
1728,154013,12.4884
1729,154049,11.0612
1730,154204,11.1544
1731,153934,11.0929
1732,153957,10.9189
1733,153720,10.5085
1734,153957,14.0002
1735,153754,11.5151
1736,153921,16.7146
1737,153609,10.8268
1738,153828,12.1543
1739,153490,11.1279
1740,153113,11.5001
1741,153235,10.258
1742,153106,21.3106
1743,152972,10.2944
1744,153115,11.131
1745,153012,11.8406
1746,153406,12.5327
1747,153030,11.2996
1748,152696,12.6154
1749,152676,15.4824
1750,152837,11.3091
1751,152777,11.0462
1752,152807,10.8571
1753,152779,10.3593
1754,152673,11.5535
1755,152717,11.1997
1756,152468,14.8919
1757,152760,11.6389
1758,153051,11.893
1759,152738,11.2939
1760,153033,10.6347
1761,153185,12.814
1762,153453,12.248
1763,152962,11.0898
1764,152879,11.5976
1765,152975,12.8925
1766,152922,13.0274
1767,153141,11.1156
1768,153015,11.3318
1769,152884,11.9321
1770,152755,11.133
1771,152735,11.565
1772,152651,11.1215
1773,152322,11.3466
1774,152077,12.2468
1775,151863,16.1488
1776,151758,13.1836
1777,151754,11.7507
1778,151728,10.5851
1779,151502,10.8743
1780,151545,12.0895
1781,151404,10.2746
1782,151057,11.2753
1783,151490,13.016
1784,151148,10.4074
1785,151606,11.8885
1786,151701,10.8461
1787,151802,10.3867
1788,151882,15.3131
1789,151672,13.2809
1790,151641,12.9094
1791,151553,14.7283
1792,151793,15.7375
1793,152052,10.8962
1794,151826,12.8629
1795,152220,10.9549
1796,151843,11.1315
1797,152067,11.1039
1798,151859,11.6127
1799,152461,11.0271
1800,152229,11.1389
1801,152411,11.1141
1802,152487,12.0461
1803,152488,16.8436
1804,152356,10.7434
1805,152287,10.911
1806,152311,11.5139
1807,152416,10.5143
1808,152699,10.9956
1809,152488,13.577
1810,152491,11.05
1811,152388,11.9526
1812,152030,11.1523
1813,152426,10.3226
1814,152321,11.05
1815,152173,11.4093
1816,152063,10.8497
1817,152140,11.1079
1818,151989,12.0983
1819,151972,10.7021
1820,151692,15.1451
1821,151664,20.6428
1822,151841,12.3532
1823,151611,11.7919
1824,151432,11.1389
1825,151522,10.5131
1826,151335,11.3573
1827,151381,11.1809
1828,151275,10.6328
1829,151282,15.8288
1830,151181,12.8906
1831,150754,13.3116
1832,151001,10.5927
1833,150779,13.4406
1834,150854,14.7486
1835,150629,13.7498
1836,150453,15.5063
1837,150640,14.1666
1838,150471,10.8254
1839,150402,12.9061
1840,150515,12.4002
1841,150665,12.9795
1842,150623,11.1415
1843,150281,11.9972
1844,150564,12.8357
1845,150326,11.4434
1846,150630,12.6345
1847,150714,15.3561
1848,150999,15.3348
1849,150722,14.5693
1850,150783,14.2522
1851,150610,13.4208
1852,150714,10.7102
1853,150762,12.727
1854,150681,13.5279
1855,150549,13.1719
1856,150676,12.7957
1857,150676,14.2519
1858,150738,12.9056
1859,150440,13.0327
1860,150441,13.9213
1861,150429,10.4635
1862,150456,13.2523
1863,150027,12.9743
1864,150008,13.0076
1865,149732,16.1753
1866,150015,16.9857
1867,149840,15.1772
1868,149936,11.4257
1869,150019,12.6319
1870,150137,14.1954
1871,150411,11.3721
1872,150349,13.406
1873,150244,12.1818
1874,150311,13.0348
1875,150073,13.0584
1876,150383,10.5858
1877,149970,11.6456
1878,150203,14.2076
1879,150085,13.3309
1880,150319,11.1852
1881,150098,12.0203
1882,150172,15.5785
1883,150007,13.2542
1884,150270,17.0698
1885,150365,13.0765
1886,150193,11.817
1887,150321,12.3818
1888,150511,14.4088
1889,150422,12.7192
1890,150244,12.9862
1891,150577,12.4342
1892,150519,12.9418
1893,150773,13.0384
1894,150450,14.5471
1895,150352,11.8482
1896,150815,14.0595
1897,150705,22.6338
1898,150621,18.1336
1899,150498,11.7469
1900,150735,12.2371
1901,150257,13.4003
1902,150479,12.6615
1903,150230,15.1377
1904,150078,12.1741
1905,150182,12.5616
1906,150037,12.6753
1907,149661,14.4234
1908,149737,12.2011
1909,149422,13.7069
1910,149432,13.0336
1911,149263,14.8916
1912,149321,13.3686
1913,149255,11.9503
1914,149469,13.1824
1915,149063,12.7168
1916,149204,16.5076
1917,149187,13.9008
1918,149173,12.8644
1919,149088,12.2418
1920,149066,12.9538
1921,148976,12.326
1922,148973,12.5306
1923,148876,11.9739
1924,148671,13.1855
1925,148465,12.3606
1926,148255,12.5239
1927,148589,12.1195
1928,148505,14.0755
1929,148215,16.5205
1930,148077,13.7153
1931,148494,12.4979
1932,148269,13.4985
1933,148710,11.8177
1934,148501,12.3048
1935,148252,12.7099
1936,148208,11.6224
1937,148160,13.6967
1938,148330,13.2086
1939,147930,12.3875
1940,148369,12.5
1941,148158,11.7924
1942,148363,12.5027
1943,148200,16.9103
1944,148307,12.8131
1945,147803,18.6446
1946,148255,13.2074
1947,147870,13.9468
1948,148209,11.9393
1949,147760,17.9071
1950,148053,12.9242
1951,147848,12.5458
1952,147926,12.1536
1953,147974,14.2088
1954,148230,13.5
1955,147870,13.8335
1956,147800,12.5811
1957,147651,12.6178
1958,147924,14.3349
1959,147731,12.5444
1960,147827,12.037
1961,147558,14.6017
1962,147983,12.8028
1963,147894,11.7962
1964,148239,12.1725
1965,148182,12.6145
1966,148114,12.9123
1967,148067,14.7455
1968,147961,13.1664
1969,148222,13.1149
1970,147953,13.8469
1971,147868,12.6939
1972,148034,13.1834
1973,147773,20.7667
1974,147849,14.8389
1975,147923,17.6153
1976,147536,13.9019
1977,147440,15.0859
1978,147368,19.2516
1979,147439,19.4993
1980,147525,11.4584
1981,147558,15.6131
1982,147298,12.2709
1983,147510,14.0228
1984,147537,13.0491
1985,147617,14.3673
1986,147365,12.7263
1987,147416,12.4869
1988,147436,14.9789
1989,147385,12.511
1990,147416,13.0713
1991,147511,13.4389
1992,147300,14.2457
1993,147239,12.2647
1994,147221,12.764
1995,146910,12.2457
1996,146896,12.094
1997,147036,14.8487
1998,146993,13.4983
1999,147021,12.7702
2000,146951,11.802
